time	V(n003)
7.238848687707716e-004	-1.207088e+000
7.253409391401092e-004	-1.210846e+000
7.261987819172387e-004	-1.210353e+000
7.278672045011492e-004	-1.211888e+000
7.297976194413817e-004	-1.213770e+000
7.317877030091304e-004	-1.215170e+000
7.339181682600966e-004	-1.216412e+000
7.360582879077029e-004	-1.218189e+000
7.381158986983312e-004	-1.218243e+000
7.401131337320540e-004	-1.220003e+000
7.410268049113909e-004	-1.220417e+000
7.430561442530052e-004	-1.219605e+000
7.451141589899997e-004	-1.220986e+000
7.472369104648725e-004	-1.220154e+000
7.494621004255606e-004	-1.220565e+000
7.519304216740770e-004	-1.220021e+000
7.545643760203882e-004	-1.218706e+000
7.570208916731832e-004	-1.218542e+000
7.727345417280707e-004	-1.204105e+000
7.884481917829581e-004	-1.179026e+000
8.041618418378456e-004	-1.143306e+000
8.198754918927330e-004	-1.096945e+000
8.355891419476205e-004	-1.039943e+000
8.513027920025080e-004	-9.722996e-001
8.670164420573954e-004	-8.940151e-001
8.878931960798535e-004	-7.782331e-001
9.030525770295949e-004	-6.855845e-001
9.256138509002633e-004	-5.369612e-001
9.549107259002633e-004	-3.309680e-001
9.842076009002633e-004	-1.167265e-001
9.959282045497440e-004	-3.552173e-002
1.001468829400449e-003	-8.436436e-003
1.005406794577311e-003	6.949250e-003
1.009346630522630e-003	3.769887e-002
1.011899719398385e-003	6.995226e-002
1.014879948727257e-003	1.051071e-001
1.017501605719738e-003	1.274572e-001
1.020285674306741e-003	1.487556e-001
1.024441951765649e-003	1.804366e-001
1.030296682950862e-003	2.243670e-001
1.039011812896084e-003	2.886496e-001
1.051096266216697e-003	3.754793e-001
1.070773853965974e-003	5.106598e-001
1.096238576577624e-003	6.726169e-001
1.125535451577624e-003	8.370106e-001
1.154832326577624e-003	9.725280e-001
1.184129201577624e-003	1.073913e+000
1.213426076577624e-003	1.142598e+000
1.232012279904523e-003	1.167811e+000
1.247266398256186e-003	1.175195e+000
1.263983886439756e-003	1.170003e+000
1.282860540654846e-003	1.149519e+000
1.295506113302384e-003	1.126397e+000
1.305668952769359e-003	1.100834e+000
1.319521393903741e-003	1.057541e+000
1.336362302703689e-003	9.934083e-001
1.360659339187809e-003	8.826002e-001
1.385049888877237e-003	7.519652e-001
1.413946413435796e-003	5.747172e-001
1.443243288435796e-003	3.767659e-001
1.472540163435796e-003	1.678748e-001
1.484615394881365e-003	8.224512e-002
1.493330589059624e-003	2.723978e-002
1.498274590428809e-003	4.956587e-003
1.501746638372585e-003	-8.789886e-003
1.502954690748735e-003	-2.296359e-002
1.503567092711384e-003	-4.343008e-002
1.504001406291916e-003	-6.906256e-002
1.504577176602976e-003	-1.040801e-001
1.505044455768750e-003	-1.162485e-001
1.505370185890826e-003	-1.082866e-001
1.505799691272746e-003	-8.653858e-002
1.506297512992004e-003	-6.643758e-002
1.506671488487674e-003	-6.287259e-002
1.507071009567837e-003	-7.363239e-002
1.507518629506446e-003	-9.762155e-002
1.507977011984688e-003	-1.240155e-001
1.508356154993010e-003	-1.360136e-001
1.508688325415776e-003	-1.322304e-001
1.509133148692514e-003	-1.140194e-001
1.509559626343152e-003	-9.658469e-002
1.509907582431374e-003	-9.062607e-002
1.510258794804782e-003	-9.703530e-002
1.510711395076030e-003	-1.186534e-001
1.511131704381488e-003	-1.419639e-001
1.511551331616262e-003	-1.564486e-001
1.511890500668528e-003	-1.543841e-001
1.512302931172961e-003	-1.389947e-001
1.512731153198783e-003	-1.219165e-001
1.513069054627658e-003	-1.160307e-001
1.513406172557560e-003	-1.222204e-001
1.513856420616968e-003	-1.436846e-001
1.514265628493239e-003	-1.658990e-001
1.514644139957306e-003	-1.783056e-001
1.514974830712118e-003	-1.759534e-001
1.515426728698789e-003	-1.595501e-001
1.515847402711349e-003	-1.441046e-001
1.516176538603613e-003	-1.401274e-001
1.516510492087877e-003	-1.482231e-001
1.516946925301224e-003	-1.702197e-001
1.517369963472309e-003	-1.920144e-001
1.517703557083977e-003	-2.003154e-001
1.518038161105541e-003	-1.956088e-001
1.518468600245959e-003	-1.797099e-001
1.518942117886353e-003	-1.650165e-001
1.519270919972286e-003	-1.648282e-001
1.519613263789357e-003	-1.770876e-001
1.520030977008170e-003	-1.988922e-001
1.520534282551237e-003	-2.187282e-001
1.520877781152993e-003	-2.194307e-001
1.521259590682583e-003	-2.070716e-001
1.521683215727537e-003	-1.908949e-001
1.522018199206974e-003	-1.854286e-001
1.522341873694216e-003	-1.921224e-001
1.522780330529262e-003	-2.134561e-001
1.523181055344374e-003	-2.336570e-001
1.523519380610891e-003	-2.418072e-001
1.523856708110513e-003	-2.369558e-001
1.524282797677438e-003	-2.217686e-001
1.524761870403397e-003	-2.087366e-001
1.525090402370613e-003	-2.105354e-001
1.525438190412533e-003	-2.247693e-001
1.525850232569348e-003	-2.459072e-001
1.526326020705047e-003	-2.603696e-001
1.526698843964203e-003	-2.570070e-001
1.527149291229839e-003	-2.415816e-001
1.527597392394096e-003	-2.299258e-001
1.527914424282605e-003	-2.320722e-001
1.528265025442617e-003	-2.465268e-001
1.528675671445585e-003	-2.673720e-001
1.529124118050217e-003	-2.806545e-001
1.529490339682847e-003	-2.772706e-001
1.529937426246575e-003	-2.622583e-001
1.530387952441397e-003	-2.510068e-001
1.530707162155405e-003	-2.535868e-001
1.531060782679925e-003	-2.683966e-001
1.531470228844681e-003	-2.890009e-001
1.531881621728253e-003	-3.007621e-001
1.532236868014517e-003	-2.973387e-001
1.532678610933805e-003	-2.827717e-001
1.533134110190029e-003	-2.717293e-001
1.533456609736726e-003	-2.746031e-001
1.533815188858350e-003	-2.897187e-001
1.534223613839842e-003	-3.099830e-001
1.534608599483382e-003	-3.204907e-001
1.534956945797030e-003	-3.168940e-001
1.535394313395657e-003	-3.027326e-001
1.535858277663399e-003	-2.920950e-001
1.536184754114738e-003	-2.955559e-001
1.536548740484570e-003	-3.111705e-001
1.536957684454434e-003	-3.311183e-001
1.537308441316455e-003	-3.400635e-001
1.537648405597594e-003	-3.361863e-001
1.538079960929044e-003	-3.224637e-001
1.538556978726343e-003	-3.122052e-001
1.538888893949031e-003	-3.163233e-001
1.539259713579478e-003	-3.324877e-001
1.539670297227569e-003	-3.517896e-001
1.540011602592646e-003	-3.592096e-001
1.540354853394115e-003	-3.542483e-001
1.540781487144531e-003	-3.410491e-001
1.541295984497628e-003	-3.327342e-001
1.541656417203961e-003	-3.398164e-001
1.542063865673813e-003	-3.585002e-001
1.542487098830332e-003	-3.751124e-001
1.542820908805467e-003	-3.773447e-001
1.543198324685869e-003	-3.677368e-001
1.543618316823153e-003	-3.543984e-001
1.543967020856030e-003	-3.510055e-001
1.544298765753393e-003	-3.594705e-001
1.544728037729576e-003	-3.789347e-001
1.545178128652519e-003	-3.944958e-001
1.545521577277173e-003	-3.946378e-001
1.545922412878096e-003	-3.833665e-001
1.546352137193971e-003	-3.716377e-001
1.546690171168343e-003	-3.717287e-001
1.547040689261465e-003	-3.835901e-001
1.547456137695068e-003	-4.019954e-001
1.547932551869975e-003	-4.133468e-001
1.548316842335791e-003	-4.089268e-001
1.548770772147226e-003	-3.963949e-001
1.549277310992789e-003	-3.917159e-001
